RefNum,age,job,marital,education,housing,loan,contact,day,month,duration,deposit,balance
10026708,51,entrepreneur,married,tertiary,yes,yes,,11,march,203,185457.6,1198620
10026709,48,blue-collar,married,secondary,yes,no,,17,april,115,89850.6,344340
10026710,41,blue-collar,divorced,primary,yes,no,,17,may,112,54660.6,281340
10026711,50,blue-collar,single,secondary,yes,no,,5,june,104,47332.8,127440
10026712,41,blue-collar,married,primary,yes,no,,19,july,153,81246.6,210960
10026713,60,retired,married,secondary,yes,no,,10,august,182,54325.8,375480
10026714,54,blue-collar,married,secondary,yes,no,,3,september,55,17683.2,94320
10026715,49,entrepreneur,married,tertiary,yes,no,,5,october,305,5571,39780
10026716,47,management,married,primary,yes,yes,,24,november,140,,9360
10026717,36,blue-collar,single,secondary,yes,no,,18,december,180,,-31500
10026718,45,blue-collar,married,secondary,yes,no,,22,january,644,,-26820
10026719,49,admin.,married,secondary,yes,no,,4,february,173,,275400
10026720,47,blue-collar,married,primary,yes,no,,20,march,374,,-18000
10026721,46,admin.,married,secondary,no,yes,,28,april,240,26746.2,348120
10026722,29,management,married,tertiary,yes,yes,,22,may,1088,10103.4,24660
10026723,44,entrepreneur,married,primary,yes,yes,,21,june,219,36194.4,49680
10026724,52,blue-collar,divorced,primary,yes,no,,30,july,41,15251.4,316440
10026725,33,blue-collar,single,secondary,yes,no,,1,august,558,11269.8,8820
10026726,43,blue-collar,married,secondary,yes,no,,2,september,436,49856.4,172800
10026727,45,blue-collar,married,primary,yes,no,,2,october,463,58152.6,172620
10026728,42,blue-collar,single,secondary,yes,no,,28,november,265,56084.4,235080
10026729,50,technician,married,secondary,yes,yes,,18,december,234,116319.6,160560
10026730,58,technician,married,secondary,yes,no,,27,january,113,95796,1011240
10026731,50,blue-collar,married,,yes,no,,18,february,200,90743.4,108900
10026732,56,blue-collar,divorced,primary,yes,no,,1,march,158,116897.4,907380
10026733,46,blue-collar,married,secondary,yes,no,,2,april,34,17733.6,180720
10026734,44,blue-collar,single,primary,yes,no,,30,may,160,8395.2,20880
10026735,52,admin.,married,secondary,yes,no,,27,june,167,20577.6,40500
10026736,55,services,married,secondary,yes,no,,15,july,206,68137.2,125460
10026737,44,blue-collar,married,primary,yes,no,,24,august,36,59022,444060
10026738,46,services,married,secondary,no,no,,5,september,504,12234.6,94140
10026739,47,admin.,divorced,secondary,yes,no,,15,october,303,15064.2,19080
10026740,40,blue-collar,divorced,secondary,yes,no,,11,november,109,61335,142740
10026741,48,blue-collar,married,primary,yes,no,,9,december,90,20314.8,316260
10026742,34,housemaid,married,primary,yes,no,,11,january,139,18646.2,15660
10026743,46,blue-collar,divorced,secondary,yes,no,,16,february,257,61936.2,266400
10026744,43,unemployed,married,primary,yes,yes,,22,march,241,82893.6,172800
10026745,40,blue-collar,married,primary,yes,no,,16,april,94,0,477180
10026746,39,entrepreneur,married,secondary,yes,no,,2,may,171,0,0
10026747,57,retired,married,primary,yes,no,,17,june,178,89501.4,562140
10026748,54,blue-collar,married,primary,yes,no,,29,july,285,97603.2,171000
10026749,46,management,married,secondary,yes,no,,5,august,86,97961.4,668520
10026750,41,services,married,secondary,yes,no,,17,september,326,91157.4,172260
10026751,47,services,married,secondary,yes,no,,9,october,451,266022,578880
10026752,40,blue-collar,married,secondary,yes,no,,5,november,347,220624.2,1467000
10026753,50,blue-collar,married,primary,yes,no,,12,december,116,49424.4,398160
10026754,40,blue-collar,married,primary,yes,no,,10,january,191,,73620
10026755,47,blue-collar,married,primary,yes,yes,,12,february,77,,-249300
10026756,57,retired,divorced,tertiary,yes,no,,17,march,1036,126455.4,452880
10026757,47,admin.,married,secondary,yes,no,,30,april,303,59659.2,423720
10026758,44,blue-collar,married,secondary,yes,no,,17,may,80,89569.8,100800
10026759,47,blue-collar,married,secondary,yes,no,,25,june,322,39877.2,955080
10026760,53,entrepreneur,married,secondary,yes,no,,23,july,750,9793.8,19980
10026761,59,blue-collar,married,primary,yes,no,,6,august,695,0,57600
10026762,40,entrepreneur,married,secondary,yes,yes,,11,september,435,0,0
10026763,60,entrepreneur,divorced,secondary,yes,no,,23,october,397,20539.8,14400
10026764,45,entrepreneur,married,primary,yes,no,,13,november,95,107510.4,351540
10026765,57,blue-collar,married,secondary,no,no,,2,december,208,108579.6,394560
10026766,45,blue-collar,married,primary,yes,no,,15,january,163,28022.4,358560
10026767,44,blue-collar,married,,yes,no,,7,february,483,0,26280
10026768,21,services,married,secondary,yes,yes,,26,march,168,0,0
10026769,42,management,single,tertiary,yes,no,,6,april,161,3385.8,382320
10026770,30,blue-collar,married,secondary,yes,no,,19,may,1000,2367,360
10026771,57,entrepreneur,married,secondary,yes,yes,,13,june,112,,186660
10026772,53,admin.,divorced,secondary,yes,no,,9,july,599,,-70920
10026773,51,management,single,tertiary,no,no,,9,august,30,275653.8,1171800
10026774,53,technician,married,tertiary,yes,no,,14,september,58,231260.4,778140
10026775,54,technician,married,tertiary,yes,no,,27,october,165,172312.2,824760
10026776,44,management,married,tertiary,yes,no,,24,november,74,104275.8,432000
10026777,56,retired,married,secondary,yes,no,,3,december,79,42836.4,302040
10026778,46,technician,divorced,tertiary,yes,no,,8,january,231,62593.2,72900
10026779,45,technician,married,secondary,yes,no,,15,february,191,80267.4,644940
10026780,42,blue-collar,married,primary,yes,no,,27,march,202,35881.2,119880
10026781,49,admin.,single,secondary,yes,no,,28,april,1257,25788.6,128880
10026782,56,retired,married,secondary,yes,no,,4,may,221,24400.8,61920
10026783,44,blue-collar,single,secondary,no,no,,14,june,257,33616.8,115380
10026784,54,entrepreneur,married,secondary,yes,no,,21,july,352,16477.2,117540
10026785,51,self-employed,divorced,secondary,yes,no,,28,august,285,35424,27720
10026786,49,blue-collar,single,primary,yes,no,,19,september,93,73335.6,543240
10026787,45,admin.,divorced,secondary,yes,no,,17,october,71,67766.4,118800
10026788,58,retired,married,tertiary,yes,yes,,21,november,290,139204.8,463860
10026789,53,blue-collar,married,,yes,no,,10,december,1165,118422,501300
10026790,42,technician,married,secondary,yes,no,,29,january,164,41437.8,335700
10026791,49,,married,primary,yes,yes,,25,february,520,32932.8,61380
10026792,53,admin.,single,secondary,yes,no,,29,march,295,40510.8,212040
10026793,50,services,single,secondary,yes,no,,18,april,187,176538.6,92880
10026794,53,entrepreneur,married,tertiary,yes,no,,15,may,106,219816,4026600
10026795,26,blue-collar,married,secondary,yes,no,,5,june,219,51271.2,144000
10026796,46,management,married,tertiary,yes,no,,13,july,236,172702.8,219060
10026797,45,services,married,secondary,yes,no,,27,august,139,106293.6,1633860
10026798,50,entrepreneur,married,primary,yes,no,,1,september,651,27259.2,82980
10026799,42,blue-collar,married,secondary,yes,no,,14,october,124,3808.8,107460
10026800,42,management,married,tertiary,yes,no,,11,november,98,13824,1620
10026801,54,services,married,,yes,no,,11,december,145,161211.6,1415520
10026802,60,retired,married,tertiary,yes,no,,23,january,120,93105,220320
10026803,49,blue-collar,single,primary,yes,no,,8,february,291,161350.2,472140
10026804,40,entrepreneur,married,primary,yes,yes,,25,march,101,97255.8,661680
10026805,45,blue-collar,married,secondary,yes,no,,1,april,417,52250.4,171540
10026806,40,blue-collar,married,primary,yes,no,,13,may,191,93013.2,190980
10026807,60,admin.,divorced,secondary,yes,no,,5,june,131,166626,543600
10026808,42,blue-collar,married,primary,yes,no,,3,july,221,0,612900
10026809,60,retired,married,secondary,yes,no,,1,august,229,,0
10026810,60,retired,married,secondary,yes,no,,16,september,104,,-37440
10026811,41,blue-collar,married,primary,yes,no,,17,october,72,93576.6,152820
10026812,60,blue-collar,married,primary,no,no,,17,november,186,27997.2,687600
10026813,23,technician,single,secondary,yes,no,,5,december,23,8425.8,13680
10026814,46,blue-collar,married,primary,yes,no,,19,january,402,,62280
10026815,44,services,married,secondary,yes,no,,20,february,37,,-3960
10026816,29,blue-collar,single,secondary,yes,no,,14,march,68,26517.6,157320
10026817,34,blue-collar,married,secondary,yes,no,,27,april,182,77553,53640
10026818,59,services,married,secondary,no,no,,12,may,587,45149.4,1345500
10026819,50,management,married,tertiary,yes,no,,28,june,348,26967.6,18180
10026820,60,admin.,married,,yes,no,,27,july,140,126406.8,480060
10026821,49,blue-collar,married,secondary,yes,no,,20,august,51,30767.4,399420
10026822,55,blue-collar,married,primary,yes,no,,23,september,176,35371.8,28440
10026823,54,blue-collar,married,primary,yes,no,,21,october,144,,527940
10026824,42,blue-collar,married,primary,yes,no,,1,november,297,,-32580
10026825,60,blue-collar,married,primary,yes,no,,10,december,203,209032.2,1041840
10026826,47,services,married,secondary,yes,no,,30,january,57,221959.8,503280
10026827,41,management,married,secondary,no,no,,23,february,334,144925.2,1174680
10026828,47,admin.,single,tertiary,yes,no,,13,march,217,46261.8,214560
10026829,41,technician,married,secondary,yes,no,,27,april,74,35528.4,119700
10026830,57,retired,married,secondary,yes,no,,13,may,405,96715.8,126540
10026831,53,management,married,tertiary,yes,no,,8,june,738,154155.6,887040
10026832,44,blue-collar,married,secondary,yes,no,,20,july,452,,321480
10026833,35,entrepreneur,single,tertiary,yes,yes,,8,august,203,,-12240
10026834,41,housemaid,married,tertiary,yes,no,,12,september,230,0,6840
10026835,28,student,single,secondary,yes,no,,25,october,133,0,0
10026836,55,admin.,married,secondary,yes,yes,,16,november,94,164219.4,198900
10026837,55,admin.,married,secondary,yes,no,,9,december,187,,1627020
10026838,40,services,married,primary,yes,no,,4,january,920,,-1620
10026839,35,management,married,tertiary,yes,yes,,19,february,136,3058.2,1080
10026840,58,management,divorced,tertiary,no,no,,1,march,1244,3058.2,103860
10026841,25,management,single,tertiary,yes,yes,,13,april,225,1123.2,1080
10026842,43,technician,married,secondary,yes,no,,2,may,80,2052,14040
10026843,29,services,single,secondary,yes,no,,18,june,431,2167.2,3600
10026844,46,blue-collar,single,primary,no,no,,7,july,78,,15660
10026845,41,admin.,married,primary,yes,no,,5,august,500,,-55080
10026846,60,retired,married,,yes,no,,12,september,301,0,14220
10026847,47,blue-collar,married,primary,yes,no,,22,october,30,0,0
10026848,60,retired,married,primary,yes,no,,12,november,133,0,135180
10026849,33,blue-collar,married,primary,yes,no,,27,december,270,0,0
10026850,34,admin.,single,secondary,yes,no,,21,january,218,0,306720
10026851,57,admin.,married,,yes,no,,5,february,215,0,0
10026852,42,services,married,,yes,no,,26,march,299,918,1440
10026853,47,blue-collar,married,secondary,yes,no,,10,april,160,1450.8,7020
10026854,33,technician,divorced,primary,yes,no,,21,may,172,3978,3600
10026855,43,technician,single,secondary,yes,no,,25,june,49,11143.8,52740
10026856,40,management,single,tertiary,yes,no,,13,july,68,14367.6,28260
10026857,35,blue-collar,single,secondary,yes,no,,22,august,117,15888.6,87660
10026858,26,technician,single,tertiary,yes,no,,17,september,477,8397,34560
10026859,53,blue-collar,married,secondary,yes,no,,9,october,99,22082.4,24480
10026860,55,blue-collar,married,secondary,yes,no,,14,november,100,61007.4,239040
10026861,46,management,married,tertiary,yes,yes,,2,december,200,11955.6,186840
10026862,24,services,married,secondary,yes,yes,,3,january,187,20352.6,9180
10026863,47,blue-collar,married,secondary,yes,yes,,7,february,236,0,541440
10026864,41,blue-collar,married,secondary,yes,no,,22,march,50,0,-36720
10026865,55,services,divorced,primary,yes,no,,3,april,104,42697.8,526140
10026866,32,blue-collar,married,secondary,yes,no,,14,may,51,,41580
10026867,30,technician,married,tertiary,yes,no,,21,june,51,,-46080
10026868,54,services,divorced,primary,yes,no,,11,july,140,13489.2,42120
10026869,41,technician,married,secondary,yes,no,,6,august,221,29851.2,51840
10026870,42,management,single,tertiary,yes,no,,28,september,98,97304.4,206280
10026871,43,blue-collar,married,secondary,yes,no,,22,october,253,86565.6,550800
10026872,54,admin.,married,,yes,no,,21,november,71,28600.2,163260
10026873,56,management,married,tertiary,yes,no,,24,december,127,35200.8,60120
10026874,54,self-employed,divorced,secondary,yes,no,,11,january,74,21448.8,247320
10026875,30,blue-collar,married,primary,yes,no,,30,february,126,4977,22320
10026876,53,retired,married,tertiary,yes,no,,14,march,122,16502.4,13320
10026877,45,management,married,tertiary,yes,no,,9,april,657,50023.8,245340
10026878,41,blue-collar,married,secondary,yes,no,,21,may,173,12565.8,122400
10026879,28,blue-collar,married,secondary,yes,yes,,10,june,918,19944,15480
10026880,58,admin.,divorced,secondary,no,no,,8,july,544,135846,308340
10026881,57,services,married,primary,yes,no,,16,august,309,206676,718200
10026882,54,admin.,married,,yes,no,,2,september,138,45455.4,713700
10026883,39,unemployed,divorced,secondary,yes,no,,12,october,73,56194.2,34740
10026884,41,management,married,tertiary,yes,no,,23,november,71,46474.2,1090800
10026885,60,services,married,,yes,no,,9,december,29,21715.2,23760
10026886,42,management,married,tertiary,yes,yes,,24,january,193,107530.2,238140
10026887,47,blue-collar,married,secondary,yes,no,,17,february,198,46929.6,582660
10026888,41,entrepreneur,divorced,tertiary,no,no,,3,march,57,7560,45360
10026889,46,blue-collar,married,secondary,yes,no,,4,april,49,0,15120
10026890,45,management,single,tertiary,yes,no,,5,may,197,0,0
10026891,48,services,single,primary,yes,no,,20,june,98,13869,152640
10026892,57,services,married,secondary,yes,no,,30,july,59,6564.6,15120
10026893,54,blue-collar,divorced,primary,yes,no,,19,august,196,28053,34200
10026894,30,technician,married,secondary,yes,yes,,12,september,243,72754.2,276120
10026895,41,management,single,tertiary,yes,no,,30,october,344,29487.6,230040
10026896,46,blue-collar,married,primary,yes,no,,30,november,570,28751.4,45360
10026897,35,blue-collar,single,primary,yes,no,,12,december,597,,218700
10026898,28,blue-collar,single,primary,yes,no,,20,january,43,,-82260
10026899,58,management,divorced,tertiary,no,no,,30,february,525,0,62460
10026900,35,technician,divorced,tertiary,yes,no,,3,march,759,0,0
10026901,25,technician,single,tertiary,yes,no,,8,april,147,5949,84240
10026902,56,technician,married,secondary,yes,no,,18,may,236,4941,5040
10026903,41,services,single,secondary,yes,no,,28,june,122,5756.4,58140
10026904,44,management,married,secondary,yes,no,,22,july,152,,6840
10026905,36,unemployed,married,secondary,yes,no,,12,august,133,,-57240
10026906,41,services,married,secondary,yes,yes,,15,september,504,0,128520
10026907,58,self-employed,married,secondary,yes,no,,13,october,272,0,0
10026908,46,blue-collar,married,secondary,yes,no,,7,november,164,38944.8,96480
10026909,42,services,married,secondary,yes,no,,18,december,51,11775.6,188640
10026910,58,technician,married,,yes,no,,8,january,75,,8820
10026911,53,admin.,married,secondary,yes,yes,,26,february,178,,-35460
10026912,51,blue-collar,married,secondary,yes,no,,27,march,99,81180,320220
10026913,38,housemaid,married,secondary,yes,yes,,3,april,224,9428.4,246960
10026914,54,blue-collar,married,primary,yes,no,,19,may,34,11194.2,4320
10026915,46,self-employed,single,tertiary,yes,no,,22,june,236,223207.2,348120
10026916,39,management,divorced,tertiary,no,no,,24,july,815,96834.6,1717380
10026917,22,student,single,secondary,yes,no,,2,august,282,18730.8,65520
10026918,47,admin.,divorced,primary,yes,yes,,15,september,134,13953.6,64260
10026919,34,services,divorced,secondary,yes,no,,10,october,318,12380.4,36360
10026920,42,admin.,married,secondary,yes,no,,6,november,118,58948.2,50580
10026921,44,technician,married,tertiary,yes,no,,30,december,911,224067.6,824400
10026922,45,services,married,secondary,yes,no,,2,january,238,0,730800
10026923,38,admin.,married,secondary,yes,no,,10,february,225,0,0
10026924,46,blue-collar,married,primary,yes,no,,18,march,490,3468.6,200520
10026925,34,technician,married,secondary,yes,no,,9,april,644,2406.6,720
10026926,41,technician,divorced,secondary,yes,no,,7,may,76,24975,96480
10026927,27,blue-collar,single,primary,yes,no,,28,june,286,54495,77580
10026928,56,unemployed,married,secondary,yes,no,,26,july,176,235018.8,459360
10026929,43,management,married,tertiary,yes,no,,16,august,422,,1442880
10026930,34,management,married,,yes,no,,15,september,328,,-63540
10026931,25,student,single,secondary,yes,no,,4,october,22,38977.2,205020
10026932,35,unemployed,married,primary,yes,no,,9,november,71,30027.6,88920
10026933,46,entrepreneur,married,,yes,yes,,30,december,106,22887,121680
10026934,32,admin.,single,secondary,no,no,,18,january,465,23961.6,51660
10026935,55,technician,married,secondary,yes,no,,23,february,973,60706.8,133380
10026936,40,retired,married,secondary,no,no,,15,march,56,141114.6,331560
10026937,43,management,married,tertiary,yes,no,,6,april,190,33206.4,720720
10026938,41,entrepreneur,married,tertiary,no,no,,26,may,323,8766,18360
10026939,33,blue-collar,single,primary,yes,no,,9,june,113,2125.8,50220
10026940,32,management,single,secondary,yes,no,,29,july,228,3229.2,1080
10026941,39,technician,married,primary,yes,no,,24,august,110,29397.6,115920
10026942,42,management,divorced,tertiary,no,no,,12,september,84,23225.4,89460
10026943,33,technician,single,secondary,yes,yes,,4,october,59,20862,72360
10026944,32,services,married,secondary,yes,no,,20,november,294,5794.2,72180
10026945,46,admin.,married,primary,yes,no,,10,december,144,,5580
10026946,42,blue-collar,married,secondary,yes,yes,,27,january,251,,-113040
10026947,39,admin.,married,secondary,yes,no,,22,february,444,12187.8,107640
10026948,43,blue-collar,divorced,primary,yes,no,,29,march,237,,16560
10026949,33,management,single,tertiary,yes,no,,7,april,399,,-112500
10026950,59,management,married,tertiary,yes,no,,4,may,132,78373.8,417420
10026951,48,entrepreneur,married,tertiary,yes,no,,22,june,995,40030.2,176580
10026952,31,blue-collar,married,primary,yes,no,,5,july,334,130332.6,108900
10026953,47,management,divorced,tertiary,yes,no,,25,august,59,148366.8,1871820
10026954,54,technician,divorced,secondary,yes,yes,,28,september,579,37940.4,141120
10026955,48,blue-collar,married,primary,yes,no,,27,october,387,40491,122400
10026956,33,management,divorced,tertiary,yes,no,,10,november,279,15055.2,160740
10026957,27,services,married,secondary,yes,no,,15,december,352,8076.6,16920
10026958,47,admin.,married,secondary,yes,no,,14,january,484,22645.8,46260
10026959,56,blue-collar,single,primary,yes,no,,13,february,95,1998,133020
10026960,26,technician,single,secondary,yes,yes,,2,march,461,,360
10026961,55,management,married,,yes,no,,2,april,30,,-30780
10026962,33,blue-collar,married,secondary,yes,no,,5,may,561,21999.6,39060
10026963,52,blue-collar,married,,yes,no,,5,june,468,26420.4,148680
10026964,60,services,single,primary,yes,no,,13,july,920,9464.4,56340
10026965,50,management,married,tertiary,yes,no,,26,august,388,35967.6,19080
10026966,43,blue-collar,married,secondary,yes,no,,16,september,100,359262,813600
10026967,29,management,married,tertiary,no,no,,4,october,1224,102231,1903680
10026968,54,management,married,primary,yes,no,,5,november,589,19121.4,65880
10026969,30,admin.,divorced,secondary,yes,no,,28,december,160,69993,66600
10026970,50,management,married,tertiary,yes,no,,7,january,438,0,882720
10026971,48,technician,married,secondary,yes,yes,,20,february,964,0,0
10026972,55,services,divorced,secondary,yes,yes,,4,march,384,0,12960
10026973,56,housemaid,divorced,secondary,no,no,,13,april,103,0,0
10026974,48,management,married,,yes,no,,23,may,52,64386,198540
10026975,36,blue-collar,single,secondary,yes,no,,13,june,205,,250560
10026976,41,retired,divorced,primary,yes,no,,10,july,1156,,-41940
10026977,30,management,single,tertiary,yes,no,,22,august,73,11887.2,14040
10026978,59,management,single,secondary,yes,yes,,27,september,157,20323.8,120780
10026979,27,blue-collar,single,secondary,yes,yes,,7,october,186,20248.2,41040
10026980,55,,married,,no,no,,11,november,73,30578.4,119880
10026981,45,services,married,secondary,yes,no,,1,december,714,70110,93600
10026982,58,blue-collar,married,primary,yes,no,,3,january,544,41817.6,630180
10026983,44,technician,married,secondary,yes,no,,23,february,194,7344,33300
10026984,43,blue-collar,married,primary,yes,yes,,28,march,420,20370.6,19440
10026985,59,retired,married,primary,yes,no,,23,april,584,97081.2,256140
10026986,41,blue-collar,married,primary,yes,no,,29,may,1052,10918.8,441540
10026987,43,housemaid,married,primary,yes,yes,,18,june,192,12196.8,3240
10026988,49,services,single,secondary,yes,no,,24,july,155,0,550980
10026989,44,blue-collar,married,primary,yes,no,,23,august,226,0,0
10026990,48,blue-collar,married,primary,yes,no,,4,september,1231,36896.4,100620
10026991,40,blue-collar,married,primary,yes,no,,21,october,619,32020.2,162360
10026992,43,blue-collar,single,secondary,yes,no,,6,november,298,23839.2,75780
10026993,26,blue-collar,married,primary,yes,no,,24,december,21,31946.4,90000
